Data are subject to change at any time when further reviewed or when the Warehouse is updated. Questions can be directed to air.data@gov.ab.ca.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Stations-One Parameter Data Comparison Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report generated by airdata.alberta.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report generated on 2021-07-28 16:42:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Type: Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term
05/13/2019 22:00:00,05/13/2019 22:59:00,3,4,4,3,2,16,4,6.751,9.645,7.825,6,1,2,4,,7,9,4.1,,6.9,5.9,14,,1,,3,3,3,3,3,3,6,6,9,,12,4,6,,4,4,6,5,3,7,,8,5,10,6,3,7,2,4,5,5,6,,3
05/13/2019 23:00:00,05/13/2019 23:59:00,3,4,4,5,2,18,3,10.773,9.401,7.694,8,2,22,4,,1,6,6,,8.4,8.7,6,,1,,3,3,4,3,3,3,4,6,9,,13,3,24,,2,4,4,3,2,4,,7,4,9,6,4,5,2,3,3,5,6,,3
05/14/2019 0:00:00,05/14/2019 0:59:00,3,4,4,7,3,9,2,10.518,9.764,7.517,8,1,17,4,,11,5,6,,10.8,3.2,5,,1,,2,2,3,3,3,3,4,7,9,,14,3,12,,3,3,3,4,8,4,,5,4,7,4,2,5,2,2,2,4,6,,3
05/14/2019 1:00:00,05/14/2019 1:59:00,3,4,3,4,3,17,3,9.859,9.16,8.587,7,1,31,4,,8,5,5.9,,4,,3,,1,,1,1,3,3,3,3,4,8,8,,14,4,6,,4,2,4,3,8,5,,5,4,8,3,4,8,2,2,2,3,5,,4
05/14/2019 2:00:00,05/14/2019 2:59:00,4,3,2,3,4,18,4,10.009,7.744,7.942,6,1,8,4,,5,5,3,,3.4,,4,,1,,1,1,2,3,3,3,4,7,7,,12,5,7,,3,3,4,4,8,4,,4,3,7,2,6,4,2,4,2,2,5,,4
05/14/2019 3:00:00,05/14/2019 3:59:00,4,3,2,4,5,20,4,7.849,8.708,8.018,5,1,12,3,,2,3,1.9,,3.2,,5,,1,,2,1,1,3,3,3,4,9,6,,11,5,12,,2,2,4,5,8,5,,4,3,7,2,5,3,2,4,2,4,5,,3
05/14/2019 4:00:00,05/14/2019 4:59:00,4,4,2,3,5,14,3,5.894,8.109,7.621,5,1,14,3,,3,6,0.1,,3.7,,4,,0,,1,1,2,3,3,3,5,8,5,,10,5,14,,2,2,4,11,8,8,,3,3,6,2,4,3,2,3,2,2,4,,3
05/14/2019 5:00:00,05/14/2019 5:59:00,4,4,3,2,5,16,2,7.947,9.778,8.364,5,1,4,3,,8,10,2.2,,6.5,0,5,,1,,1,2,1,2,2,3,6,9,7,,11,6,52,,2,2,4,14,7,,,4,4,8,4,5,3,2,3,2,2,4,,2
05/14/2019 6:00:00,05/14/2019 6:59:00,4,4,3,3,4,12,2,10.754,10.813,9.006,5,2,3,4,,5,13,9.1,,11.7,8.1,10,,1,,2,2,1,2,3,3,6,7,8,,9,8,11,,2,2,5,14,7,10,,3,3,7,5,8,3,2,4,2,2,4,,2
05/14/2019 7:00:00,05/14/2019 7:59:00,4,1,3,3,4,12,2,11.104,11.387,8.363,4,2,1,4,,8,11,10.9,,9.6,0.1,14,,1,,1,2,1,3,2,2,3,8,6,,11,5,4,,3,2,4,19,6,9,,2,3,5,5,6,4,2,3,1,2,3,,2
05/14/2019 8:00:00,05/14/2019 8:59:00,5,1,2,3,3,7,2,13.991,11.531,3.888,4,1,1,3,,6,5,6.9,,4.2,1.8,4,,2,,1,2,2,3,3,2,2,6,6,,7,4,4,,2,2,4,12,5,12,,3,3,6,2,5,3,2,3,1,2,3,,2
05/14/2019 9:00:00,05/14/2019 9:59:00,5,1,1,3,3,3,,10.718,7.079,3.332,4,1,1,3,,1,3,4,,3.8,2.5,2,,0,,0,2,2,4,3,2,3,4,5,,3,2,5,,3,1,4,8,6,11,,3,3,4,2,3,2,1,3,1,2,3,,2
05/14/2019 10:00:00,05/14/2019 10:59:00,4,1,1,3,2,2,,7.721,4.773,4.07,4,1,0,4,,7,4,4,,4.4,3.3,3,,3,,1,3,2,4,3,2,4,3,6,,2,2,5,,5,1,4,5,7,13,,3,2,3,2,1,2,2,5,1,2,3,,2
05/14/2019 11:00:00,05/14/2019 11:59:00,3,2,3,4,2,2,1,6.377,5.466,4.825,6,1,0,4,,6,4,5,,5.2,3.9,3,,0,,0,2,2,4,4,3,4,3,6,,2,1,6,,6,1,4,2,6,10,,3,3,4,3,0,3,2,4,1,2,5,,2
05/14/2019 12:00:00,05/14/2019 12:59:00,3,3,3,7,2,3,3,7.452,6.247,5.086,7,1,1,4,,5,4,4,,5.7,4.6,4,,1,,0,2,2,6,6,3,4,4,6,,3,2,5,,9,1,7,2,5,,,4,3,5,4,0,3,2,4,1,2,5,,3
05/14/2019 13:00:00,05/14/2019 13:59:00,3,3,4,9,2,5,5,8.067,6.023,6.214,7,1,1,5,,6,5,3.1,,6.4,5.6,4,,3,,1,2,2,6,7,3,5,5,6,,3,1,6,,12,2,14,2,5,7,,3,4,5,5,1,4,3,3,1,3,5,,3
05/14/2019 14:00:00,05/14/2019 14:59:00,3,3,4,9,2,3,2,7.842,5.253,6.614,6,1,1,5,,4,7,6,,6.1,5.1,5,,4,,1,3,2,7,7,7,,6,7,,5,2,7,,11,2,7,2,4,7,,4,5,5,5,1,5,3,5,1,4,6,,2
05/14/2019 15:00:00,05/14/2019 15:59:00,5,3,4,8,2,4,2,10.684,4.924,6.574,6,2,1,6,,7,6,5,,5.8,4.6,4,,2,4,1,2,1,6,7,6,9,7,6,,7,2,7,,6,2,8,2,5,17,,6,3,6,5,1,6,3,6,2,3,6,,2
05/14/2019 16:00:00,05/14/2019 16:59:00,5,6,4,6,3,7,3,7.157,4.608,7.407,6,2,1,7,,4,7,5.1,,5.3,3.8,4,,6,4,2,2,1,5,7,7,7,6,5,,9,2,6,,6,3,8,3,5,8,,12,3,7,5,1,7,4,4,3,4,6,,2
05/14/2019 17:00:00,05/14/2019 17:59:00,2,7,3,7,3,8,3,7.051,6.7,10.006,6,2,1,7,,8,7,6.9,,4.8,3.1,4,,5,4,2,2,1,4,5,8,8,7,5,,11,2,7,,3,3,8,3,6,7,,11,2,7,4,0,7,4,4,4,4,5,,2
05/14/2019 18:00:00,05/14/2019 18:59:00,3,7,4,5,3,10,1,6.549,7.228,9.245,5,3,1,7,,5,6,5,,5.1,3.2,4,,3,4,3,2,1,5,6,7,6,6,4,,11,2,6,,2,3,7,3,5,10,,7,2,7,4,0,7,4,5,3,6,6,,2
05/14/2019 19:00:00,05/14/2019 19:59:00,4,6,4,4,4,14,,7.39,5.924,9.832,6,3,1,7,,3,7,5,,5.1,4.1,4,,1,4,2,3,1,3,5,6,4,6,4,,12,2,6,,3,5,9,3,7,7,,7,2,8,4,0,6,4,6,3,9,5,,2
05/14/2019 20:00:00,05/14/2019 20:59:00,3,4,5,4,5,10,,8.477,5.634,10.689,,3,1,8,,7,11,4.9,,5.6,3.8,6,,2,,2,3,1,4,3,5,5,7,3,,13,3,7,,4,4,9,3,6,6,,8,6,11,6,1,5,4,4,4,12,5,,2
05/14/2019 21:00:00,05/14/2019 21:59:00,2,3,6,5,5,9,,8.634,7.039,7.071,,3,1,6,,8,13,2,,5.9,4,6,,2,,1,1,3,4,6,3,8,6,2,,15,3,7,,4,4,10,2,6,6,,10,8,9,7,1,2,5,2,4,18,6,,3
05/14/2019 22:00:00,05/14/2019 22:59:00,2,2,7,5,5,8,2,5.878,7.945,4.431,7,3,1,7,,2,6,2.1,,6.4,4.6,11,,2,,0,1,2,4,4,3,2,5,2,,13,3,8,,10,5,9,2,6,6,,9,8,9,8,1,4,5,3,5,14,6,,4
05/14/2019 23:00:00,05/14/2019 23:59:00,2,1,7,9,5,9,1,5.867,8.717,4.525,8,4,1,7,,11,11,5,,7,5.5,7,,1,,1,1,1,5,5,2,1,6,2,,15,3,7,,12,5,9,2,8,6,,10,7,9,10,1,7,5,4,5,16,5,,4
05/15/2019 0:00:00,05/15/2019 0:59:00,2,1,7,8,6,8,2,5.754,7.883,6.605,9,5,2,7,,9,16,4,,7.2,4.9,7,,1,,1,1,1,5,6,3,2,9,2,,14,4,6,,8,6,9,1,6,8,,11,7,9,10,1,8,4,5,5,6,5,,4
05/15/2019 1:00:00,05/15/2019 1:59:00,2,1,7,8,6,9,3,6.459,9.373,6.509,17,6,2,8,,3,9,4.1,,6.9,4.7,8,,2,,1,0,1,4,4,3,1,9,3,,13,4,6,,6,6,11,1,6,9,,12,6,8,9,1,7,4,4,6,3,8,,4
05/15/2019 2:00:00,05/15/2019 2:59:00,3,1,7,6,6,10,4,8.003,10.405,6.293,19,6,2,7,,6,8,6.1,,7.1,4.9,9,,1,,2,0,1,4,3,3,2,9,3,,12,4,7,,5,4,10,1,6,10,,14,10,6,9,2,8,4,4,7,3,7,,4
05/15/2019 3:00:00,05/15/2019 3:59:00,7,2,5,6,6,8,6,9.249,14.554,4.762,21,5,3,8,,4,7,8,,6.9,5,9,,1,,2,0,1,3,3,5,4,9,3,,11,4,8,,5,3,10,0,4,15,,24,15,5,7,2,5,4,3,6,3,6,,3
05/15/2019 4:00:00,05/15/2019 4:59:00,7,2,5,6,6,7,7,6.219,9.179,2.821,22,4,2,10,,2,7,7,,9.4,7.4,8,,2,,2,0,1,3,3,5,4,10,3,,10,5,9,,4,3,7,0,3,11,,23,12,5,6,2,7,4,2,5,4,7,,3
05/15/2019 5:00:00,05/15/2019 5:59:00,2,1,6,5,6,6,4,2.105,3.751,1.737,14,4,2,11,,6,8,7,,7.8,5.6,7,,2,,2,0,0,3,3,5,3,16,4,,10,6,14,,3,4,6,0,5,5,,7,4,5,8,2,7,4,3,3,5,9,,2
05/15/2019 6:00:00,05/15/2019 6:59:00,1,1,4,5,5,7,3,2.484,3.602,2.079,5,3,2,10,,2,5,8,,8.4,5.3,7,,2,,2,0,0,5,6,4,2,12,4,,10,4,12,,3,3,6,0,3,6,,2,3,6,5,3,7,5,5,2,5,9,,2
05/15/2019 7:00:00,05/15/2019 7:59:00,5,1,4,5,4,7,3,2.077,2.648,1.266,4,3,1,10,,3,8,7,,7.9,5.6,8,,1,,2,0,1,4,5,3,2,6,4,,12,3,18,,3,3,7,0,2,5,,2,4,6,4,2,4,4,4,1,3,5,,2
05/15/2019 8:00:00,05/15/2019 8:59:00,4,1,4,4,5,7,3,9.213,8.202,2.556,4,2,1,6,,8,8,6.1,,11.1,8.2,11,,0,,2,0,0,4,7,3,2,6,3,,12,4,9,,2,2,7,0,1,4,,3,3,5,4,2,3,4,3,1,3,2,,2
05/15/2019 9:00:00,05/15/2019 9:59:00,3,1,3,4,4,5,1,7.887,7.921,2.042,3,2,1,2,,7,7,10.9,,9.1,4.8,11,,1,,2,0,,3,6,3,1,8,3,,11,3,4,,2,2,5,0,3,2,,3,3,3,5,2,4,4,0,1,3,1,,1
05/15/2019 10:00:00,05/15/2019 10:59:00,3,1,3,4,5,4,3,7.296,10.606,2.411,2,2,1,2,,7,6,9,,9.2,5.7,7,,0,,1,0,0,4,9,3,1,6,3,,10,2,2,,2,3,4,0,5,2,,8,7,3,5,2,4,4,2,1,3,1,,1
05/15/2019 11:00:00,05/15/2019 11:59:00,2,1,3,4,3,5,2,5.779,10.047,2.627,1,2,1,3,,6,5,8,,7.6,3.3,6,,0,,0,0,,4,7,3,1,5,3,,9,2,2,,1,3,5,0,5,3,,6,7,4,4,2,4,4,0,1,3,1,,2
05/15/2019 12:00:00,05/15/2019 12:59:00,2,1,3,4,2,5,2,4.084,7.77,2.282,1,2,1,4,,5,6,8,,6.3,2.5,5,,0,,0,0,,3,,3,1,5,5,,9,2,1,,2,3,6,1,2,3,,3,4,4,3,1,6,5,2,1,5,0,,2
05/15/2019 13:00:00,05/15/2019 13:59:00,2,1,3,4,2,5,8,4.341,7.551,3.147,0,2,1,3,,5,5,8,,6.4,2.3,8,,1,,1,0,,4,5,3,1,6,5,,8,3,1,,1,2,6,0,0,4,,3,6,4,3,2,5,5,0,1,7,0,,2
05/15/2019 14:00:00,05/15/2019 14:59:00,2,1,3,5,3,5,4,3.355,7.887,2.266,0,1,1,3,,0,5,7,,6.2,2.2,12,,1,,1,0,1,4,8,4,1,5,5,,8,2,2,,2,2,5,0,0,5,,3,8,3,4,5,6,4,2,1,4,1,,2
05/15/2019 15:00:00,05/15/2019 15:59:00,,0,3,5,4,5,,3.857,7.435,3.131,0,1,1,6,,4,5,5.9,,6.4,2.1,10,,1,,1,0,0,4,9,4,2,5,5,,8,4,6,,2,2,4,2,1,5,,6,7,3,3,4,5,4,1,1,5,3,,2
05/15/2019 16:00:00,05/15/2019 16:59:00,,0,3,4,4,5,15,5.633,8.991,3.618,1,1,1,10,,7,5,3.1,,6.7,4,7,,1,3,1,0,,3,8,5,2,5,4,,8,5,3,,1,2,5,2,1,4,,7,6,3,4,5,2,3,0,1,11,4,,2
05/15/2019 17:00:00,05/15/2019 17:59:00,6,0,3,3,4,5,3,6.737,8.613,3.177,3,1,1,19,,6,5,5,,6.5,3.3,5,,1,3,2,0,0,2,6,5,2,5,5,,7,5,3,,1,2,4,1,2,4,,3,3,3,3,4,2,3,0,1,16,4,,2
05/15/2019 18:00:00,05/15/2019 18:59:00,10,0,3,3,4,5,,7.447,8.01,3.687,5,1,1,12,,6,4,3.9,,5.2,2.5,5,,1,2,1,0,0,2,4,5,3,4,4,,7,5,4,,1,1,3,3,4,4,,2,2,3,4,3,2,2,0,2,14,5,,2
05/15/2019 19:00:00,05/15/2019 19:59:00,6,0,2,2,4,5,,6.799,7.902,3.328,5,1,1,10,,6,4,2,,5,2.4,5,,1,2,1,1,0,2,4,4,2,4,4,,6,5,6,,2,2,4,6,4,4,,3,2,3,4,4,3,2,2,2,14,3,,3
05/15/2019 20:00:00,05/15/2019 20:59:00,3,,3,4,5,8,,4.065,4.858,2.715,3,2,1,7,,5,3,3,,5.2,2.5,13,,1,2,1,1,0,4,5,4,2,5,5,,7,5,3,,3,3,4,4,1,4,,3,1,3,4,54,3,2,0,2,13,3,,3
05/15/2019 21:00:00,05/15/2019 21:59:00,3,,3,5,5,11,1,5.339,5.391,2.548,2,2,1,5,,0,4,4,,6,3.4,5,,1,2,2,1,2,5,13,6,2,6,5,,7,4,3,,5,2,4,5,1,4,,4,2,4,5,45,3,3,1,1,24,3,,4
05/15/2019 22:00:00,05/15/2019 22:59:00,3,,5,6,5,8,1,4.162,5.069,3.512,2,2,1,6,,3,6,4.1,,6.5,3.7,5,,1,3,0,2,2,4,7,3,3,6,5,,7,3,4,,6,4,5,6,1,5,,4,2,4,6,10,2,4,0,1,49,3,,5
05/15/2019 23:00:00,05/15/2019 23:59:00,2,,6,9,4,7,5,3.332,5.554,1.375,2,1,3,8,,2,7,7,,6.7,4.6,6,,2,4,1,3,1,4,7,2,1,6,6,,9,3,4,,6,4,4,4,0,5,,4,3,5,6,7,3,3,1,2,29,4,,5
05/16/2019 0:00:00,05/16/2019 0:59:00,2,2,7,16,5,18,3,3.427,4.15,1.455,3,1,2,8,,5,8,7,,7.1,4.2,6,,2,5,0,1,1,4,6,3,1,7,6,,9,4,7,,6,4,3,2,0,6,,6,3,8,7,3,3,2,3,2,55,6,,3
05/16/2019 1:00:00,05/16/2019 1:59:00,2,3,9,11,6,9,5,2.481,3.769,0.978,4,1,1,9,,6,6,7,,5.6,3.3,4,,3,3,1,1,0,5,4,4,1,9,6,,9,5,11,,5,4,3,2,0,6,,6,3,4,7,2,3,2,2,1,19,7,,2
05/16/2019 2:00:00,05/16/2019 2:59:00,1,3,9,9,7,6,6,2.645,3.23,0.548,5,1,4,9,,4,7,6,,6.3,4,7,,3,3,1,1,1,4,4,3,1,9,6,,8,5,11,,8,2,4,3,1,4,,6,2,3,7,6,4,1,1,1,21,7,,3
05/16/2019 3:00:00,05/16/2019 3:59:00,1,3,9,13,7,6,6,2.404,2.95,0.555,6,1,3,9,,3,7,7,,6.2,3.5,11,,3,3,1,1,0,3,3,3,1,11,6,,7,6,9,,11,2,4,2,1,4,,6,3,2,7,3,4,1,1,1,13,6,,3
05/16/2019 4:00:00,05/16/2019 4:59:00,2,3,8,17,8,7,11,2.215,3.307,0.466,4,1,1,8,,2,5,6.9,,6.3,3.3,13,,3,3,1,1,0,3,4,4,1,10,6,,8,7,7,,8,2,4,3,2,4,,5,3,3,5,4,6,1,0,1,11,6,,3
05/16/2019 5:00:00,05/16/2019 5:59:00,3,4,7,33,8,5,27,2.566,3.262,0.715,4,1,1,8,,5,4,4.9,,5.1,2.2,6,,2,2,2,1,2,3,4,4,3,8,4,,7,7,6,,7,2,3,4,3,4,,7,4,4,4,3,6,1,1,1,20,5,,3
05/16/2019 6:00:00,05/16/2019 6:59:00,3,2,5,15,10,4,6,2.868,4.458,0.993,3,1,1,8,,7,5,3,,5.2,2.7,4,,2,2,2,1,3,5,9,2,2,6,4,,4,,6,,9,2,2,9,4,6,,5,3,2,4,4,4,1,1,2,36,4,,4
05/16/2019 7:00:00,05/16/2019 7:59:00,2,,4,10,9,3,6,2.641,5.33,0.794,3,1,1,9,,5,5,2.1,,5.4,3.3,4,,2,2,1,1,5,5,7,2,2,5,4,,3,,6,,8,2,2,7,5,5,,3,2,2,4,2,5,1,2,1,4,4,,3
05/16/2019 8:00:00,05/16/2019 8:59:00,2,0,4,6,5,4,4,2.818,5.164,0.649,3,1,1,8,,7,6,6,,5.5,3.7,4,,1,3,1,1,2,4,6,2,1,5,4,,3,,6,,6,1,2,10,5,4,,2,1,2,4,2,5,1,2,1,2,3,,2
05/16/2019 9:00:00,05/16/2019 9:59:00,3,0,3,4,3,4,1,3.269,4.822,0.685,3,1,1,6,,4,7,4.9,,5.4,3.4,3,,6,2,1,1,1,4,5,2,0,6,4,,3,,4,,5,1,2,11,2,4,,2,2,2,2,2,4,1,0,1,2,4,,2
05/16/2019 10:00:00,05/16/2019 10:59:00,3,0,1,3,2,5,1,4.191,3.625,1.033,2,1,1,6,,0,5,1.9,,4.1,1.9,2,,12,2,1,1,1,3,4,2,0,5,4,,3,,2,,4,1,2,9,2,5,,2,2,3,1,1,3,2,1,1,1,5,,2
05/16/2019 11:00:00,05/16/2019 11:59:00,3,1,1,4,2,4,0,3.781,3.409,1.149,3,1,1,3,,6,5,0,,4.2,1.9,2,,5,2,1,1,2,3,4,1,0,4,4,,2,2,3,,5,2,2,7,2,5,,2,2,3,1,1,2,2,1,1,2,3,,2
05/16/2019 12:00:00,05/16/2019 12:59:00,3,0,1,4,2,4,1,5.453,4.698,1.444,3,1,2,4,,4,4,3,,3.7,1.6,2,,5,2,2,1,2,3,7,1,0,4,3,,2,2,3,,4,2,3,4,2,5,,2,2,3,1,1,2,2,0,1,1,4,,2
05/16/2019 13:00:00,05/16/2019 13:59:00,5,0,1,5,2,3,1,8.47,5.287,2.122,2,1,1,4,,1,3,4,,3.4,1.3,2,,7,2,2,1,2,3,6,1,0,3,3,,2,2,3,,4,2,2,4,2,4,,1,2,3,1,1,3,2,0,1,2,3,,2
05/16/2019 14:00:00,05/16/2019 14:59:00,6,0,1,4,3,4,0,6.119,4.254,2.216,3,0,2,3,,2,3,2.9,,3.4,1.3,2,,14,2,3,1,2,4,6,2,1,3,2,,2,2,4,,4,2,2,4,2,3,,1,1,2,1,1,3,2,0,1,1,3,,2
05/16/2019 15:00:00,05/16/2019 15:59:00,7,0,1,4,3,4,1,5.855,4.78,2.029,3,1,3,4,,0,4,0,,3.6,1.5,2,,7,2,2,1,2,3,9,2,1,3,3,,2,2,3,,5,1,2,3,3,3,,2,1,2,1,1,3,2,0,1,1,4,,2
05/16/2019 16:00:00,05/16/2019 16:59:00,7,0,1,3,3,3,,8.441,5.252,2.153,3,0,2,5,,1,4,0.1,,3.4,1.9,1,,8,3,2,1,8,2,7,2,1,4,3,,1,3,3,,4,1,2,3,2,3,,2,1,2,1,4,4,2,0,1,1,3,,3
05/16/2019 17:00:00,05/16/2019 17:59:00,6,0,1,3,5,3,0,9.254,5.337,2.244,3,1,2,4,,2,3,2,,3.4,2,1,,7,2,2,1,2,1,4,2,2,3,4,,2,3,3,,4,1,2,3,1,2,,3,2,2,1,2,6,2,0,1,1,3,,2
05/16/2019 18:00:00,05/16/2019 18:59:00,6,1,1,3,5,3,,8.713,5.453,2.143,4,1,3,4,,7,3,3,,3.1,1.6,2,,5,3,3,1,3,2,2,2,2,3,4,,3,2,3,,4,1,2,4,1,3,,3,2,3,1,4,6,2,1,1,1,2,,2
05/16/2019 19:00:00,05/16/2019 19:59:00,5,1,1,2,5,3,,8.139,5.379,2.007,4,2,4,3,,0,3,2,,3,1.5,2,,4,3,4,1,6,2,15,4,4,3,4,,5,3,3,,4,1,2,2,3,2,,3,2,3,1,4,7,2,1,1,2,2,,2
05/16/2019 20:00:00,05/16/2019 20:59:00,5,1,1,3,6,3,,6.883,5.395,2.077,3,2,5,3,,4,4,1,,3,1.5,2,,5,3,4,1,15,2,10,5,7,3,4,,5,3,3,,8,2,3,2,2,2,,3,2,3,1,3,7,2,2,1,2,2,,4
05/16/2019 21:00:00,05/16/2019 21:59:00,5,1,1,4,6,3,,7.406,6.117,2.366,4,2,3,4,,3,3,2,,3,1.3,2,,6,3,3,1,18,2,5,4,4,3,4,,6,3,2,,11,2,2,2,2,2,,3,2,3,1,3,6,2,0,4,2,2,,4
05/16/2019 22:00:00,05/16/2019 22:59:00,4,1,1,4,6,3,3,7.396,6.103,2.536,5,2,5,3,,4,3,3,,2.5,1.1,1,,0,3,2,1,15,3,5,3,2,3,4,,5,3,3,,4,2,2,3,2,2,,3,2,4,1,2,6,2,0,3,2,2,,3
05/16/2019 23:00:00,05/16/2019 23:59:00,4,1,1,3,5,3,3,7.488,5.636,2.52,5,2,4,2,,0,3,2,,2.3,1,1,,1,3,2,1,10,4,4,3,3,3,4,,4,3,3,,3,2,2,2,2,2,,4,2,3,1,1,5,2,0,2,2,1,,3
05/17/2019 0:00:00,05/17/2019 0:59:00,4,1,1,3,6,4,1,5.185,5.585,2.184,3,2,15,1,,3,4,1,,2.6,1.1,1,,0,4,2,1,10,4,6,4,8,3,4,,4,3,3,,3,8,2,2,2,2,,4,2,3,1,1,5,2,0,3,2,1,,4
05/17/2019 1:00:00,05/17/2019 1:59:00,3,1,1,4,6,6,1,4.781,6.736,1.382,4,1,11,1,,1,4,0,,2.9,1.3,2,,0,3,1,1,11,3,4,4,3,3,5,,3,3,4,,4,8,2,3,2,2,,3,2,3,1,1,5,2,1,3,4,1,,5
05/17/2019 2:00:00,05/17/2019 2:59:00,2,2,1,3,5,6,1,5.635,6.544,1.427,4,1,5,1,,1,4,1.1,,3.1,1.5,2,,0,4,1,1,9,3,4,4,2,2,5,,4,3,5,,7,11,2,3,2,2,,3,2,3,1,1,5,2,1,3,3,1,,4
05/17/2019 3:00:00,05/17/2019 3:59:00,3,1,1,3,5,5,1,4.958,5.083,1.312,4,1,5,1,,3,3,3,,3.2,1.5,2,,0,4,2,1,8,2,3,4,2,3,5,,4,3,5,,13,18,2,4,3,2,,3,2,2,1,1,4,2,1,3,4,1,,3
05/17/2019 4:00:00,05/17/2019 4:59:00,2,1,1,3,5,5,2,2.301,2.135,0.726,5,1,5,1,,0,3,2.9,,3.2,1.6,2,,0,4,1,1,4,2,2,4,3,3,6,,4,3,6,,14,13,2,4,3,2,,3,2,3,1,1,3,2,2,3,5,2,,2
05/17/2019 5:00:00,05/17/2019 5:59:00,1,1,2,3,4,5,3,3.112,3.052,0.487,5,1,3,1,,4,3,1,,3.4,1.8,2,,1,4,1,1,4,2,3,3,3,3,7,,3,2,12,,28,10,2,3,3,2,,4,2,2,1,0,3,2,2,3,3,2,,2
05/17/2019 6:00:00,05/17/2019 6:59:00,2,1,2,5,4,6,4,3.775,4.104,0.687,6,1,1,1,,7,4,1.1,,4.2,2.8,3,,1,4,0,1,4,2,3,3,2,4,9,,3,2,6,,11,7,2,4,3,2,,4,2,3,1,0,3,2,2,3,1,2,,2
05/17/2019 7:00:00,05/17/2019 7:59:00,2,1,2,4,3,7,3,4.246,4.863,1.172,2,1,1,2,,4,7,3,,5.1,3.6,3,,1,4,0,1,5,2,4,3,2,5,8,,3,2,8,,7,2,3,4,5,2,,3,2,3,2,0,4,2,1,3,1,2,,2
05/17/2019 8:00:00,05/17/2019 8:59:00,,2,3,2,3,8,1,4.733,4.729,3.116,2,2,1,1,,2,6,3,,4.6,2.5,3,,4,3,1,1,4,3,3,2,1,5,9,,2,2,7,,5,2,3,6,6,2,,3,2,4,2,1,4,2,0,1,1,2,,2
05/17/2019 9:00:00,05/17/2019 9:59:00,2,1,3,2,2,9,1,7.396,5.803,2.825,2,1,1,2,,3,7,2,,4.6,2.7,3,,11,3,1,1,1,3,3,2,1,5,9,,2,2,3,,2,1,4,6,9,3,,4,2,4,2,1,4,2,2,1,1,2,,2
05/17/2019 10:00:00,05/17/2019 10:59:00,3,1,3,2,2,9,0,6.299,5.342,3.593,2,1,1,2,,3,7,2,,5.5,3.6,4,,6,3,0,2,1,3,2,2,1,7,9,,2,2,4,,2,1,4,4,8,3,,4,2,5,2,1,5,3,2,1,1,3,,2
05/17/2019 11:00:00,05/17/2019 11:59:00,3,1,3,2,2,8,0,7.258,7.285,4.33,2,1,1,2,,2,6,3,,5.3,3.4,4,,16,3,1,1,1,3,4,1,1,6,8,,2,2,4,,2,1,4,2,9,3,,4,2,5,2,1,4,4,3,1,1,4,,1
05/17/2019 12:00:00,05/17/2019 12:59:00,4,1,3,2,1,7,0,7.243,7.513,4.078,3,1,1,3,,6,6,4,,5,3.1,4,,6,2,1,2,1,3,4,0,2,6,7,,2,2,5,,2,1,3,2,6,4,,4,2,4,2,1,5,3,3,1,1,4,,1
